RunDate, PropmtUsed, Output, Durations,  DesignURL, MediaSelected, MediaIDs
2023-10-30-6:19:57,Event highlights of the Fit Factory gym grand opening,"THE FIT FACTORY GYM GRAND OPENING WAS A HUGE SUCCESS! 🎉,WE HAD SO MUCH FUN 🎢,AND WE MADE SOME NEW FRIENDS 🤝,WE CAN'T WAIT TO DO IT AGAIN NEXT YEAR 📅,THANKS TO EVERYONE WHO CAME OUT 👋,WE HOPE YOU HAD A GREAT TIME 😊,AND WE'LL SEE YOU NEXT TIME 👋,THANKS FOR WATCHING! ⭐️,SUBSCRIBE TO OUR CHANNEL FOR MORE VIDEOS!","4.8s,2.2s,4.4s,4.4s,4.4s,4.4s,4.4s,4.4s,4.4s",https://www.canva.com/design/DAFytniCjWU/FbVIbeM2w2QeWfij7wNb_w/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"20,38,5,2,40,44,22,34,13","VAFwTjzY6Gc/v/5c04ddfb26.jpg,MAFwTjbLxJM,MAFwTtxITXQ,MAFwTmkQPes,MAFwTs68Hu0,MAFwTiEL14E,MAFwTu65hBc,MAFwTi86Nz8,MAFwTn4FjNQ"
2023-10-30-6:20:7,How to bake the perfect chocolate cake,"HOW TO BAKE THE PERFECT CHOCOLATE CAKE 🍰,STEP 1: GATHER YOUR INGREDIENTS 📝,STEP 2: PREHEAT YOUR OVEN TO 350 DEGREES 🌡️,STEP 3: MIX TOGETHER THE DRY INGREDIENTS 🥣,STEP 4: ADD THE WET INGREDIENTS 💦,STEP 5: STIR UNTIL COMBINED 🥣,STEP 6: POUR THE BATTER INTO THE PREPARED PAN 🥣,STEP 7: BAKE FOR 30 MINUTES ⏰,STEP 8: LET COOL AND ENJOY 🤤","3.4s,4.0s,2.5s,3.5s,3.9s,2.0s,3.9s,3.8s,3.9s",https://www.canva.com/design/DAFytuw5QsQ/vsiwt_8BHYyO7YlALoQkwg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"6,30,9,36,42,20,18,23,24","MAFwTj8jNaM,MAFwTvGEwfA,MAFwTsrK4mQ,VAFwTnPj454/p/f9e6551991.jpg,VAFwTj2bB8s/v/f8cd81a039.jpg,VAFwTjzY6Gc/v/5c04ddfb26.jpg,MAFwTvfF_ig,MAFwTsIgjnE,MAFwTk7SU5w"
2023-10-30-6:20:17,Happy 70th birthday video for Grandma,"Happy 70th birthday, Grandma! 🎉,You're the best grandma anyone could ask for 👵,I'm so lucky to have you in my life 🥰,I hope you have a wonderful day 🎂","2.7s,3.6s,4.1s,4.1s",https://www.canva.com/design/DAFytvxJt5c/BkAHEtU7e8vow3elIzJ_4Q/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"21,33,37,22","MAFwTskyb58,MAFwToTtTZ0,VAFwThpxyjg/v/1ee3a3d850.jpg,MAFwTu65hBc"
2023-10-30-6:20:35,Unboxing video for ActiveLink fitness tracker,"UNBOXING THE ACTIVELINK FITNESS TRACKER ⌚️,I'm so excited to try this out! 🤩,I'm going to track my activity, sleep, and heart rate 💪,I can't wait to see how it helps me improve my health 🙌","4.4s,4.1s,4.1s,4.1s",https://www.canva.com/design/DAFytudS0R8/i7UFaTXgndCdroaOOeFr-g/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"3,28,22,29","MAFwTlz-_9s,MAFwTn8wqQM,MAFwTu65hBc,MAFwTkB-_LU"
2023-10-30-6:20:57,Highlight reel of our Thailand holiday,"HIGHLIGHT REEL OF OUR THAILAND HOLIDAY 🇹🇭,WE HAD SO MUCH FUN EXPLORING THE COUNTRY 🏞️,WE VISITED SOME AMAZING TEMPLES 🕍,AND WE HAD SOME AMAZING BEACH DAYS 🏖️,WE SAW SOME AMAZING WILDLIFE 🐒,AND WE MADE SOME AMAZING MEMORIES 🥰,WE ALSO READ A LOT OF SCRIPTURE 📖","2.5s,3.7s,3.6s,3.6s,3.6s,3.7s,4.6s",https://www.canva.com/design/DAFytoQqsBw/Q4wE-YIKdartGxReUtyX6g/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"37,45,25,27,13,21,40","VAFwThpxyjg/v/1ee3a3d850.jpg,MAFwTs-90tk,MAFwThjLhrE,MAFwTsNasDk,MAFwTn4FjNQ,MAFwTskyb58,MAFwTs68Hu0"
2023-10-30-6:21:5,Happy 70th birthday video for Grandma,"HAPPY 70TH BIRTHDAY, GRANDMA! 🎂,You've seen a lot in your 70 years 🌎,You've been there, done that, and seen it all 🏍️,You've lived a life full of adventure 🌅,You've always been up for a good time 🌊,You're a shining light in our lives ☀️,You're an inspiration to us all ⭐️,You're always there for us 🌄,You're the best grandma anyone could ask for 🏔️,Y","4.2s,3.7s,3.6s,3.7s,3.6s,3.7s,3.6s,3.6s,3.7s,3.6s",https://www.canva.com/design/DAFytkO-CYo/AIh8-RDG1SIQ5DY8H9pHHg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"6,44,45,4,30,17,18,28,16,8","MAFwTj8jNaM,MAFwTiEL14E,MAFwTs-90tk,MAFwTqAvDQs,MAFwTvGEwfA,MAFwTgVKYw8,MAFwTvfF_ig,MAFwTn8wqQM,MAFwTh6p0nY,MAFwTh4vGdg"
2023-10-30-6:21:14,How to bake the perfect chocolate cake,"HOW TO BAKE THE PERFECT CHOCOLATE CAKE 🍰,INGREDIENTS:,STEP 1: PREHEAT OVEN TO 350 DEGREES F (175 DEGREES C),STEP 2: GREASE AND FLOUR A 9X13 INCH BAKING PAN,STEP 3: IN A LARGE BOWL, COMBINE THE FLOUR, COCOA POWDER, BAKING POWDER, BAKING SODA, AND SALT.,STEP 4: IN A MEDIUM BOWL, WHISK TOGETHER THE EGGS, SUGAR, VEGETABLE OIL, AND VANILLA EXTRACT.,STEP 5: ADD THE WET INGREDIENTS TO THE DRY INGREDIENTS AND MIX UNTIL JUST COMBINED. DO NOT OVERMIX!,STEP 6: POUR THE BATTER INTO THE PREPARED PAN AND BAKE FOR 30-35 MINUTES, OR UNTIL A TOOTHPICK INSERTED INTO THE CENTER COMES OUT CLEAN.,STEP 7: LET THE CAKE COOL COMPLETELY BEFORE FROSTING.,ENJOY!","4.6s,3.7s,3.7s,3.7s,2.3s,3.2s,3.7s,3.7s,3.7s,3.7s",https://www.canva.com/design/DAFyti5gkc8/rJB5fqKd7j0RHMfIlMCUXA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"5,42,38,34,28,24,43,8,30,25","MAFwTtxITXQ,VAFwTj2bB8s/v/f8cd81a039.jpg,MAFwTjbLxJM,MAFwTi86Nz8,MAFwTn8wqQM,MAFwTk7SU5w,MAFwTjvQ7rY,MAFwTh4vGdg,MAFwTvGEwfA,MAFwThjLhrE"
2023-10-30-6:21:16,Unboxing video for ActiveLink fitness tracker,"INTRODUCING THE ACTIVELINK FITNESS TRACKER! ⌚️,This tracker is perfect for tracking your activity, sleep, and heart rate 🏃‍♀️,It's also water resistant, so you can wear it while swimming or working out 💦,And it comes in a variety of colors, so you can find the perfect one for you 🌈,So what are you waiting for? Order your ActiveLink fitness tracker today! 🙌,You won't regret it! 😉,Here's a sneak peek of what you can do with your ActiveLink tracker 🏊‍♀️,Get ready to live a healthier, more active lifestyle 💪","2.9s,4.8s,4.2s,4.2s,4.2s,4.2s,4.2s,4.2s",https://www.canva.com/design/DAFytkMXsVs/nH094F795WM3z1fVUPCkCA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"25,21,9,33,40,37,5,30","MAFwThjLhrE,MAFwTskyb58,MAFwTsrK4mQ,MAFwToTtTZ0,MAFwTs68Hu0,VAFwThpxyjg/v/1ee3a3d850.jpg,MAFwTtxITXQ,MAFwTvGEwfA"
2023-10-30-6:21:30,Event highlights of the Fit Factory gym grand opening,"THE FIT FACTORY GYM GRAND OPENING WAS A HUGE SUCCESS! 🎉,We had so much fun 🤩,And the energy was amazing 🙌,We can't wait to see what the future holds for Fit Factory 🚀,Thanks to everyone who came out to celebrate with us! 🐶","3.1s,5.2s,5.2s,2.6s,2.6s",https://www.canva.com/design/DAFyth1bUEc/-sNmby1wyclNzy2zZgStkw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"42,24,29,21,37","VAFwTj2bB8s/v/f8cd81a039.jpg,MAFwTk7SU5w,MAFwTkB-_LU,MAFwTskyb58,VAFwThpxyjg/v/1ee3a3d850.jpg"
2023-10-30-6:21:48,Happy 70th birthday video for Grandma,"Happy 70th birthday, Grandma! 🎉,May you have many more happy and healthy years ahead! 🎂,Love you, Grandma! 👵","3.4s,4.0s,4.0s",https://www.canva.com/design/DAFytlFPoOg/9WytvVnDheFjEEP8Xut6GQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"12,22,45","MAFwTjdFydg,MAFwTu65hBc,MAFwTs-90tk"
2023-10-30-6:21:54,How to bake the perfect chocolate cake,"HOW TO BAKE THE PERFECT CHOCOLATE CAKE 🍫,STEP 1: PREHEAT OVEN TO 350 DEGREES F (175 DEGREES C),STEP 2: GREASE AND FLOUR A 9X13 INCH BAKING PAN,STEP 3: IN A LARGE BOWL, COMBINE THE FLOUR, SUGAR, COCOA POWDER, BAKING POWDER, BAKING SODA, AND SALT.,STEP 4: IN A MEDIUM BOWL, WHISK TOGETHER THE EGGS, MILK, VEGETABLE OIL, AND VANILLA EXTRACT. ADD THE WET INGREDIENTS TO THE DRY INGREDIENTS AND MIX UNTIL WELL COMBINED. POUR THE BATTER INTO THE PREPARED PAN AND BAKE FOR 30-35 MINUTES, OR UNTIL A TOOTHPICK INSERTED INTO THE CENTER COMES OUT CLEAN. LET COOL COMPLETELY BEFORE FROSTING. ENJOY!","4.5s,4.1s,4.1s,4.1s,4.1s",https://www.canva.com/design/DAFytoFs8mo/b3jdaCGADKgu6U336xJ9_g/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"44,45,27,40,2","MAFwTiEL14E,MAFwTs-90tk,MAFwTsNasDk,MAFwTs68Hu0,MAFwTmkQPes"
2023-10-30-6:21:57,Highlight reel of our Thailand holiday,"Highlights from our Thailand holiday 🇹🇭,We had so much fun 🏊‍♀️,And some funny moments 😂,We even met a robot 🤖","3.1s,3.4s,3.4s,2.6s",https://www.canva.com/design/DAFytoYLvgE/ygrXx4YrcGJaCNxc4PkVFg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"19,22,42,9","VAFwTmfqWlM/v/1714d03ec8.jpg,MAFwTu65hBc,VAFwTj2bB8s/v/f8cd81a039.jpg,MAFwTsrK4mQ"
2023-10-30-6:22:2,The unique puppies we get at Barktown pet daycare,"WE GET ALL KINDS OF PUPPIES AT BARKTOWN 🐶,FROM BIG TO SMALL, WE LOVE THEM ALL! 🥰,AND WE'LL TAKE CARE OF THEM WHILE YOU'RE AWAY 🏘️,SO GIVE US A CALL TODAY AND LET US TAKE CARE OF YOUR FURRY FRIEND! 📞","3.1s,5.2s,5.2s,2.6s",https://www.canva.com/design/DAFytqPv9ow/Nlhd5d4XHuw_wi4rTuJ36A/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"24,13,30,16","MAFwTk7SU5w,MAFwTn4FjNQ,MAFwTvGEwfA,MAFwTh6p0nY"
2023-10-30-6:22:39,Event highlights of the Fit Factory gym grand opening,"The Fit Factory gym grand opening was a huge success! 🎉,We had so much fun 🤩,And we got to enjoy this beautiful view 🌅,Thanks to everyone who came out 🙌","4.8s,4.4s,4.4s,4.4s",https://www.canva.com/design/DAFytv-QUco/Vb1z6_6Tj_IqsSvueppIrw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"5,0,28,17","MAFwTtxITXQ,MAFwTmzD97E,MAFwTn8wqQM,MAFwTgVKYw8"
2023-10-30-6:22:42,"Get ready with me, corporate lawyer edition","GET READY WITH ME, CORPORATE LAWYER EDITION 🎓,This is what I do when I'm not working 🚣‍♀️,This is what my friends think I do all day 😂,This is what I actually do all day 🛀,T","3.1s,2.7s,2.8s,2.7s,2.8s",https://www.canva.com/design/DAFytsGr5rs/k2eyNVmyGBD4yiAsxU6l7Q/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"43,19,9,38,14","MAFwTjvQ7rY,VAFwTmfqWlM/v/1714d03ec8.jpg,MAFwTsrK4mQ,MAFwTjbLxJM,MAFwTl3JFms"
2023-10-30-6:22:43,Event highlights of the Fit Factory gym grand opening,"We're so excited to announce the grand opening of Fit Factory gym! 🎉,We're offering a special grand opening discount of 20% off your first month's membership! 🏊‍♂️,We have a wide variety of classes to choose from, including yoga, pilates, and cardio. 🧘‍♀️,Our gym is equipped with state-of-the-art equipment, including treadmills, ellipticals, and weights. 💪,Our friendly staff is here to help you reach your fitness goals. 🏋️‍♀️,We're open 24/7, so you can work out whenever it's convenient for you. 🌙,We're located in the heart of the city, so it's easy to get to. 🏙,We're offering a free week of classes to new members. 🎉,So what are you waiting for? Come check us out today! 🏃‍♂️,We're sure you'll love it here! 🐶","4.8s,4.4s,4.4s,4.4s,4.4s,4.4s,4.4s,2.2s,4.4s,2.2s",https://www.canva.com/design/DAFytknJEXY/sV9BbsodIqZJ_0jvcurHTA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"35,39,44,27,14,19,13,22,24,45","VAFwTh1k9Mg/v/a7885b8a38.jpg,MAFwTnygcPY,MAFwTiEL14E,MAFwTsNasDk,MAFwTl3JFms,VAFwTmfqWlM/v/1714d03ec8.jpg,MAFwTn4FjNQ,MAFwTu65hBc,MAFwTk7SU5w,MAFwTs-90tk"
2023-10-30-6:22:48,"Get ready with me, corporate lawyer edition","I'm a corporate lawyer, but I still love the outdoors 🏞️,I'm also a bit of a goofball 😂,Here's a little peek into my morning routine ☕️,I'm still working on this video 😅,I travel a lot for work ✈️,I'm always up for a challenge 💪,And I love a good sunset 🌅,This is my corporate lawyer uniform 💼","4.5s,4.0s,4.1s,4.1s,4.2s,4.0s,4.1s,4.1s",https://www.canva.com/design/DAFyth3TCSU/VlPKDXOxon3M6Gjs5MeFjA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"36,4,16,25,12,34,19,7","VAFwTnPj454/p/f9e6551991.jpg,MAFwTqAvDQs,MAFwTh6p0nY,MAFwThjLhrE,MAFwTjdFydg,MAFwTi86Nz8,VAFwTmfqWlM/v/1714d03ec8.jpg,MAFwTsrhrk4"
2023-10-30-6:22:56,The unique puppies we get at Barktown pet daycare,"WE GET ALL KINDS OF PUPPIES AT BARKTOWN 🐶,From big and fluffy to small and cute 🥰,We love them all 😍,Come on down and meet them today!","3.8s,3.6s,3.6s,2.4s",https://www.canva.com/design/DAFytlfEob4/5h0ZUgzcEnBIZWD6xdITJA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"35,6,18,5","VAFwTh1k9Mg/v/a7885b8a38.jpg,MAFwTj8jNaM,MAFwTvfF_ig,MAFwTtxITXQ"
2023-10-30-6:23:23,Highlight reel of our Thailand holiday,FAILED!: This text or media may result in content that doesn't meet our policies. Learn more.,empty; ,https://www.canva.com/design/DAFytjhMy2I/gLvUTx2OAtQkbtFcRc9uYw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"32,20,4,16","MAFwTl1M52U,VAFwTjzY6Gc/v/5c04ddfb26.jpg,MAFwTqAvDQs,MAFwTh6p0nY"
2023-10-30-6:23:38,How to bake the perfect chocolate cake,"HOW TO BAKE THE PERFECT CHOCOLATE CAKE 🍰,STEP 1: GATHER YOUR INGREDIENTS 📝,STEP 2: PREHEAT YOUR OVEN TO 350 DEGREES 🌡️,STEP 3: MIX TOGETHER THE DRY INGREDIENTS 🥣,STEP 4: ADD IN THE WET INGREDIENTS 💦,STEP 5: POUR THE BATTER INTO THE PREPARED PAN 🥧,STEP 6: BAKE FOR 30 MINUTES ⏰,STEP 7: ENJOY! 😋","3.6s,3.4s,3.4s,3.4s,2.5s,4.7s,3.4s,3.4s",https://www.canva.com/design/DAFytpnrSa8/8Nr9qQEHSxuvodZf_NN3fA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"26,22,31,35,7,34,18,29","MAFwTpM3l-E,MAFwTu65hBc,MAFwTso-tEQ,VAFwTh1k9Mg/v/a7885b8a38.jpg,MAFwTsrhrk4,MAFwTi86Nz8,MAFwTvfF_ig,MAFwTkB-_LU"
2023-10-30-6:23:38,How to bake the perfect chocolate cake,"How to bake the perfect chocolate cake 🍰,This is the perfect recipe for a delicious and moist chocolate cake 🤤,It's easy to follow and you'll be enjoying your delicious chocolate cake in no time 😋,So what are you waiting for? Give it a try today!","3.3s,4.7s,4.8s,4.8s",https://www.canva.com/design/DAFytrz0Pf4/AKCHFjV546yq22eQ9j78FQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"15,31,13,40","MAFwTu1TRU8,MAFwTso-tEQ,MAFwTn4FjNQ,MAFwTs68Hu0"
2023-10-30-6:23:44,How to bake the perfect chocolate cake,"HOW TO BAKE THE PERFECT CHOCOLATE CAKE 🍰,Step 1: Gather your ingredients 📝,Step 2: Preheat your oven 🌡️,Step 3: Mix together the dry ingredients 🥣,Step 4: Add the wet ingredients 💦,Step 5: Pour the batter into the pan 🥧,Step 6: Bake for 30 minutes ⏰,Step 7: Let cool and enjoy! 🤤,Tag me in your chocolate cake creations 🍰","4.4s,4.1s,2.0s,4.1s,4.1s,4.1s,4.1s,4.1s,4.1s",https://www.canva.com/design/DAFytnBneSQ/ayZ-xVorGbfw9V_mocVT1Q/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"42,4,43,0,29,21,45,32,30","VAFwTj2bB8s/v/f8cd81a039.jpg,MAFwTqAvDQs,MAFwTjvQ7rY,MAFwTmzD97E,MAFwTkB-_LU,MAFwTskyb58,MAFwTs-90tk,MAFwTl1M52U,MAFwTvGEwfA"
2023-10-30-6:24:8,How to bake the perfect chocolate cake,"How to bake the perfect chocolate cake 🍰,Step 1: Preheat oven to 350 degrees F (175 degrees C) 🌡️,Step 2: In a large bowl, combine flour, sugar, cocoa powder, baking powder, baking soda, and salt 🥣,Step 3: In a separate bowl, whisk together eggs, milk, oil, and vanilla extract 🥚,Step 4: Add wet ingredients to dry ingredients and mix until just combined 🥣,Step 5: Pour batter into prepared pan and bake for 30-35 minutes 🥣","3.9s,4.8s,4.9s,2.4s,4.9s,3.6s",https://www.canva.com/design/DAFytmrCRZ4/D4KSyO9k038R0mQ7PCDAtg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"24,37,1,27,41,18","MAFwTk7SU5w,VAFwThpxyjg/v/1ee3a3d850.jpg,MAFwTntKFYI,MAFwTsNasDk,MAFwTuCNAX4,MAFwTvfF_ig"
2023-10-30-6:24:17,How to bake the perfect chocolate cake,"HOW TO BAKE THE PERFECT CHOCOLATE CAKE 🍰,STEP 1: GATHER YOUR INGREDIENTS 📝,STEP 2: PREHEAT YOUR OVEN 🌡️,STEP 3: MIX YOUR INGREDIENTS TOGETHER 🥣,STEP 4: BAKE YOUR CAKE 🥧","2.5s,3.7s,3.6s,2.3s,3.2s",https://www.canva.com/design/DAFytu8_6lA/HVaq9a9W7DDmdgYdlt8e3A/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"35,24,42,10,16","VAFwTh1k9Mg/v/a7885b8a38.jpg,MAFwTk7SU5w,VAFwTj2bB8s/v/f8cd81a039.jpg,MAFwTnRGCUA,MAFwTh6p0nY"
2023-10-30-6:24:28,"Get ready with me, corporate lawyer edition","I'm a corporate lawyer, but I'm also a travel enthusiast 🧳,I've been to some amazing places 🌎,And I've seen some incredible sights 😍,I'm always looking for my next adventure ✈️","4.5s,4.0s,4.0s,4.0s",https://www.canva.com/design/DAFytlu-jI0/kRBxJBG0NaN41j8girOvGg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"18,17,40,38","MAFwTvfF_ig,MAFwTgVKYw8,MAFwTs68Hu0,MAFwTjbLxJM"
2023-10-30-6:24:32,Event highlights of the Fit Factory gym grand opening,"THE FIT FACTORY GYM GRAND OPENING WAS A HUGE SUCCESS! 🎉,WE HAD A GREAT TURNOUT AND EVERYONE HAD A BLAST! 🙌,THE GYM IS BEAUTIFUL AND STATE-OF-THE-ART! 🤩,WE HAD SOME GREAT FOOD AND DRINKS AT THE EVENT! 🍕🍻,AND THE MUSIC WAS AMAZING! 🎶,WE CAN'T WAIT TO SEE WHAT THE FUTURE HOLDS FOR FIT FACTORY! 🚀,THANKS TO EVERYONE WHO CAME OUT AND MADE IT A NIGHT TO REMEMBER! 🌃,WE'RE SO EXCITED TO BE A PART OF THIS COMMUNITY AND CAN'T WAIT TO SEE WHAT THE FUTURE HOLDS! ⭐️","3.2s,3.0s,2.4s,2.5s,3.0s,4.0s,4.0s,5.0s",https://www.canva.com/design/DAFytt8SNaY/P4IYy1aNiC8ZIgndYL5NqQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"44,25,37,10,45,9,41,35","MAFwTiEL14E,MAFwThjLhrE,VAFwThpxyjg/v/1ee3a3d850.jpg,MAFwTnRGCUA,MAFwTs-90tk,MAFwTsrK4mQ,MAFwTuCNAX4,VAFwTh1k9Mg/v/a7885b8a38.jpg"
2023-10-30-6:24:43,Event highlights of the Fit Factory gym grand opening,,3.6s,https://www.canva.com/design/DAFytlBaqDI/zsdYqgh993hy8zoKfwwFKQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"41,26,43,33,17","MAFwTuCNAX4,MAFwTpM3l-E,MAFwTjvQ7rY,MAFwToTtTZ0,MAFwTgVKYw8"
2023-10-30-6:25:4,The unique puppies we get at Barktown pet daycare,"CHECK OUT THE UNIQUE PUPPIES WE GET AT BARKTOWN PET DAYCARE! 🐶,We have puppies of all shapes and sizes 🦴,We love our puppies and we know you will too! 😍,Come visit us today and meet our furry friends! 🐶","4.5s,4.1s,4.1s,4.1s",https://www.canva.com/design/DAFytsQgvSs/0mpouyaHrC4Ww0QznqO1rQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"30,38,8,12","MAFwTvGEwfA,MAFwTjbLxJM,MAFwTh4vGdg,MAFwTjdFydg"
2023-10-30-6:25:6,How to bake the perfect chocolate cake,"How to bake the perfect chocolate cake 🍫,Step 1: Gather your ingredients 📝,Step 2: Preheat your oven to 350 degrees 🥧,Step 3: Mix together your dry ingredients 🥣,Step 4: Add in your wet ingredients 🧈,Step 5: Pour your batter into the prepared pan 🎂,Step 6: Bake for 30-35 minutes ⏰","2.9s,4.5s,4.0s,4.0s,4.0s,3.9s,3.8s",https://www.canva.com/design/DAFytvjm1nk/-nNVDJ-aLJtdfeMZR1t9Kw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+photo-tooltip@test.canva.com,"3,1,37,16,8,34,2","MAFwTlz-_9s,MAFwTntKFYI,VAFwThpxyjg/v/1ee3a3d850.jpg,MAFwTh6p0nY,MAFwTh4vGdg,MAFwTi86Nz8,MAFwTmkQPes"
