RunDate, PropmtUsed, Output, Durations,  DesignURL, MediaSelected, MediaIDs
2023-12-05 11:27,How to bake the perfect chocolate cake," ,How to bake the perfect chocolate cake 🍰,Step 1: Preheat oven to 350 degrees F (175 degrees C),Step 2: Grease and flour a 9x13 inch baking pan,Step 3: In a large bowl, combine the flour, sugar, cocoa powder, baking powder, baking soda, and salt,Step 4: In a medium bowl, whisk together the eggs, milk, oil, and vanilla extract,Step 5: Add the wet ingredients to the dry ingredients and mix until just combined,Step 6: Pour the batter into the prepared pan and bake for 30-35 minutes, or until a toothpick inserted into the center comes out clean,Enjoy!","3.2s,3.0s,2.4s,2.5s,3.0s,2.5s,3.5s,4.0s",https://www.canva.com/design/DAF2KXntgBU/rpqxMW6EAGu-Vlo4-oENug/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"34,76,48,45,8,11,50,13","MAFv185NHJI,MAFv1_KN9RQ,VAFv13WzSAg/v/de47aed2c4.jpg,VAFv19GvDZw/v/af9c9966ab.jpg,MAFxkj1ifOw,VAFv1wKB7lM/v/e05747adfd.jpg,VAFv19m1opI/v/8b104d3b36.jpg,VAFv1wr-KL0/v/d68ff6205e.jpg"
2023-12-05 11:27,"Get ready with me, corporate lawyer edition"," ,Are you ready to get ready with me, corporate lawyer edition? 👩‍⚖️,We'll start with our makeup 💄,And then we'll get dressed 💼,And we'll be ready to take on the world! 🌎","2.4s,2.0s,2.0s,4.1s",https://www.canva.com/design/DAF2KeRuLAA/waVtCGzKBY9puY4JltNp6Q/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"5,44,69,42","VAFxq42fXyE/v/9e9216b0c2.jpg,VAFv16Nvr4M/v/8f191dc4e7.jpg,MAFv17Ex0mM,VAFv1xdoyiM/v/1ee3a3d850.jpg"
2023-12-05 11:28,Unboxing video for ActiveLink fitness tracker," ,Unboxing the ActiveLink fitness tracker! ⌚️,Let's take a closer look 🔍,Here are some of the features 💡,And here's how to use it 🎓,I'm really loving this tracker so far! 😍,What do you think? 🤔,Thanks for watching! 👋","3.1s,2.6s,4.3s,2.6s,2.6s,3.4s,3.4s",https://www.canva.com/design/DAF2KQ8nn8U/zeHyB8rFAxdvEcKxeCJX8A/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"32,3,15,7,51,57,4","MAFv1wxJvRo,VAFxq8IipSc/v/e305033e5f.jpg,MAFv1_CJB3w,VAFxq6ccm4c/v/565487477a.jpg,MAFv18e7Y80,VAFv126JCSw/p/f9e6551991.jpg,VAFxq5D00A0/v/ecd6d5b662.jpg"
2023-12-05 11:28,"Get ready with me, corporate lawyer edition"," ,GET READY WITH ME, CORPORATE LAWYER EDITION 👩‍⚖️,I'm a corporate lawyer by day, but I'm also a fashion girl at heart 👠,I live in a beautiful apartment in the city 🏙,But I love to escape to the mountains on the weekends 🏔,I'm going to be sharing all my favorite corporate lawyer looks soon 👀,Stay tuned!","2.3s,4.1s,2.0s,4.1s,4.1s,4.1s",https://www.canva.com/design/DAF2KT1T9XY/P_nJoeeJ4KgJX6oJuxO6Gg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"11,55,79,27,60,7","VAFv1wKB7lM/v/e05747adfd.jpg,VAFv12ust_0/p/78e10e5889.jpg,MAFv15RIQu4,MAFv1zAID84,VAFv180koO0/v/7af8b25ed2.jpg,VAFxq6ccm4c/v/565487477a.jpg"
2023-12-05 11:28,Happy 70th birthday video for Grandma," ,Happy 70th birthday, Grandma! 🎂,We're so lucky to have you in our lives 👵,You're the best grandma anyone could ask for 🥰,We love spending time with you 👭,You're always there for us 🫂,We're so grateful for you 🙏,Happy birthday, Grandma! 🎉","2.4s,2.1s,2.1s,2.8s,2.8s,2.8s,2.8s",https://www.canva.com/design/DAF2KdvXIV4/CwdbxJf6W7EYTgSguvbMbA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"11,48,20,58,13,21,3","VAFv1wKB7lM/v/e05747adfd.jpg,VAFv13WzSAg/v/de47aed2c4.jpg,VAFv14t7UJo/v/bfdd0af853.jpg,VAFv1_Be1hw/v/bc90dd6660.jpg,VAFv1wr-KL0/v/d68ff6205e.jpg,VAFv1zSraOA/v/c96b5d76f6.jpg,VAFxq8IipSc/v/e305033e5f.jpg"
2023-12-06 12:17,Happy 70th birthday video for Grandma," ,HAPPY 70TH BIRTHDAY GRANDMA! 🎉,I HOPE YOU HAVE A WONDERFUL DAY 🎂,YOU'RE THE BEST GRANDMA ANYONE COULD ASK FOR 👵,I LOVE YOU SO MUCH 💖","2.8s,4.1s,2.0s,4.3s",https://www.canva.com/design/DAF2KqDuT8U/E1vNZ5cLowddfmhZQHPPNw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"63,40,60,0","MAEE1bohBmg,VAFsghFEcmw/v/de47aed2c4.jpg,MAEE2csmwgM,VAFtLcSRvx8/v/3bdf548d67.jpg"
2023-12-06 12:17,Event highlights of the Fit Factory gym grand opening," ,THE FIT FACTORY GYM GRAND OPENING WAS A HUGE SUCCESS! 🎉,WE HAD A GREAT TIME WITH OUR GUESTS 😊,AND WE'RE SO EXCITED TO BE A PART OF THIS COMMUNITY 🙌,CHECK OUT OUR WEBSITE TO LEARN MORE ABOUT OUR GYM 🔗","2.6s,4.4s,4.4s,4.7s",https://www.canva.com/design/DAF2KkA-VmQ/hB53ACPt4a0tjPRCzDAiZg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"5,44,12,2","VAFs4c4s3sM/v/fe816f2505.jpg,MAFZY6ehdEQ,MAFs4XpEV3c,MAFtLboNej0"
2023-12-06 12:17,Highlight reel of our Thailand holiday," ,HIGHLIGHT REEL OF OUR THAILAND HOLIDAY 🇹🇭,We had the best time ☀️,We saw so many amazing places 🌃,And we made some great memories 📸,We can't wait to go back ✈️","3.6s,3.4s,3.4s,2.5s,4.5s",https://www.canva.com/design/DAF2Kv1LMbQ/fJXZax12DjU4XnCm2XJqzw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"60,57,32,71,7","MAEE2csmwgM,VAEFNoX7vvo/v/74ea1f6ed3.jpg,MAFsgtC3NcI,MAED_3CC5YE,MAFs4dzlgi0"
2023-12-06 12:17,Happy 70th birthday video for Grandma," ,Happy 70th birthday, Grandma! 🎂,We love you so much! 🥰,You're the best grandma ever! 🐶,You're 70 years young! 🎉,You're still going strong! 💪,We're so lucky to have you in our lives! 💗","5.1s,2.4s,4.8s,4.9s,4.9s,5.1s",https://www.canva.com/design/DAF2KuCt5G4/v6txDMdlF5fIaj5dkbdQ4Q/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"22,33,28,8,34,49","MAFshAwhIC0,MAFsgjV7Qo4,MAFsggjKEZ4,MAFs4V6cdJw,MAFsgjvV7HU,VAFQxKP4Umw/v/def63243b6.jpg"
2023-12-06 12:17,Highlight reel of our Thailand holiday," ,THAILAND HOLIDAY HIGHLIGHTS 🇹🇭,WE HAD AN AMAZING TIME 🎉,WE VISITED SOME BEAUTIFUL TEMPLES 🕍,AND ENJOYED SOME AMAZING SUNSETS 🌅,WE ATE SOME DELICIOUS FOOD 🤤,AND MADE SOME GREAT MEMORIES 🥰,WE CAN'T WAIT TO GO BACK ✈️,WE'LL BE BACK SOON 🇹🇭,THANKS FOR WATCHING! 👋,T","2.8s,4.2s,3.4s,3.4s,3.4s,3.8s,2.5s,4.2s,3.4s,3.6s",https://www.canva.com/design/DAF2KrUGatY/gjmqvPGcaeAcxm13wpUpgA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"4,64,46,67,5,49,28,12,62,19","MAFtLadlUBk,MAEE1UL4QLw,MAFYQ_fsIJs,VAFs4c4s3sM/v/fe816f2505.jpg,VAFQxKP4Umw/v/def63243b6.jpg,MAFsggjKEZ4,MAFs4XpEV3c,MAEE2fpFqrI,MAFs4fU-9ag"
2023-12-06 12:18,Highlight reel of our Thailand holiday," ,Thailand, here we come! ✈️,Our first stop was Bangkok 🇹🇭,We spent a few days exploring the city 🏙,And then we headed to the beach 🏖,Check out our highlight reel 🎥","3.7s,4.1s,2.0s,4.1s,4.5s",https://www.canva.com/design/DAF2KobZ1r4/8Y9I5GYIyONj6qjFcw67kw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"48,72,51,64,36","VAFQxJIIYMM/v/865a1a203a.jpg,VAFQxFnv3jw/v/def63243b6.jpg,MAEE1UL4QLw,VAFsglZ2JN8/v/de47aed2c4.jpg"
2023-12-06 12:18,Happy 70th birthday video for Grandma," ,HAPPY 70TH BIRTHDAY, GRANDMA! 🎉,You're the best grandma ever! 🐶,You're turning 70 today! 🥳,And we're so lucky to have you in our lives 🥰","2.4s,4.0s,4.0s,4.3s",https://www.canva.com/design/DAF2KrXps4k/rg030tGA72eomPXlR9hs6w/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"22,33,34,39","MAFshAwhIC0,MAFsgjV7Qo4,MAFsgjvV7HU,VAFsguHfqNc/v/8f191dc4e7.jpg"
2023-12-06 12:18,Unboxing video for ActiveLink fitness tracker," ,INTRODUCING THE ACTIVELINK FITNESS TRACKER! ⌚️,This tracker is perfect for tracking your activity, sleep, and heart rate 🏃‍♀️,It's also water-resistant, so you can wear it while swimming or working out 💦,And it comes in a variety of colors to match your style 🎨,So what are you waiting for? Get your ActiveLink fitness tracker today! 🏃‍♂️,10 second local video with sound","4.4s,2.0s,4.1s,2.0s,4.1s,4.4s",https://www.canva.com/design/DAF2Ksgdulc/_II9ZbXBtIKZ3nRMtCL_QQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"52,5,55,69,16,72","VAFs4c4s3sM/v/fe816f2505.jpg,VAEbmGdKa_k/v/486e1df126.jpg,MAED_1H1mlQ,MAFs4QWZcFQ"
2023-12-06 12:18,Promotional video for Urban Roast coffee shop," ,WELCOME TO URBAN ROAST, WHERE WE SERVE UP THE BEST COFFEE IN THE WORLD 🌎,WE HAVE A WIDE VARIETY OF COFFEES TO CHOOSE FROM, SO YOU'RE SURE TO FIND SOMETHING YOU LOVE ☕️,AND OUR ATMOSPHERE IS SECOND TO NONE 🌅,COME ON BY AND CHECK US OUT TODAY! 🌃,YOU WON'T BE DISAPPOINTED 🌊,WE'RE OPEN 7 DAYS A WEEK, FROM 7AM TO 7PM 🙌,AND WE'RE ALWAYS HAPPY TO SEE YOU 😊,SO COME ON BY AND ENJOY A CUP OF OUR DELICIOUS COFFEE ☕️","2.7s,3.6s,4.1s,2.0s,4.1s,4.1s,4.1s,2.3s",https://www.canva.com/design/DAF2Kuvba70/xuCSsNVEXVMTmRoUNj_73g/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"45,12,38,3,1,41,67,7","MAFYQwUwp_g,MAFs4XpEV3c,VAFsgua8cdk/v/8b104d3b36.jpg,MAFtLR81Qio,VAFtLZVoaBw/v/1959d758f2.jpg,VAFsglhSlu4/v/980bf0abe7.jpg,MAFs4dzlgi0"
2023-12-06 12:18,Highlight reel of our Thailand holiday," ,OUR THAILAND HOLIDAY WAS AMAZING! 🇹🇭,We saw some amazing sights 🌃,We had so much fun 🤩,And we made some great memories 🥰,We can't wait to go back ✈️,We'll be dreaming of this trip for years to come 💭,Thanks for watching! 👋","2.7s,3.9s,3.1s,2.3s,2.3s,4.7s,3.4s",https://www.canva.com/design/DAF2KvTmfYE/vwev9nRUQYhqbMy10_RRkA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"5,24,15,38,61,50,41","VAFs4c4s3sM/v/fe816f2505.jpg,MAFshLmXT_8,MAFs4RI9Fss,VAFsgua8cdk/v/8b104d3b36.jpg,MAEE2TfWdok,MAFQxHByMz0,VAFsglhSlu4/v/980bf0abe7.jpg"
2023-12-06 12:45,Highlight reel of our Thailand holiday," ,Thailand is a beautiful country 🇹🇭,We had so much fun exploring it 🏞️,And we made some amazing memories 🥰,We can't wait to go back soon ✈️,W,Thailand is a beautiful country 🇹🇭,Thailand is a beautiful country 🇹🇭","3.1s,5.2s,5.2s,2.6s,5.2s,5.2s,2.6s",https://www.canva.com/design/DAF2KoVpKwQ/xR19IH1UfRWJ8YNXI28e8A/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"61,210,86,151,263,220,309","MAFvKcmxRFY,MAFQqxalWok,MAFs4u7l3FM,MAFhdWU-xew,MAFBx68m5GY,MAFOP98QSr8,VAEn51dy9lM/v/a9587c3a08.jpg"
2023-12-06 12:49,Happy 70th birthday video for Grandma," ,Happy 70th birthday, Grandma! 🎉,We're all so lucky to have you in our lives 👵,We're sharing this video with all of your friends and family 📲,We hope you love it! 🥰","2.7s,2.4s,4.9s,4.8s",https://www.canva.com/design/DAF2Kt2oImc/Ru9EJJBBYAVkXrEpJkR5SA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"94,234,315,206","VAFs4rE3ny4/v/c96b5d76f6.jpg,MAFOO_Qp328,VAEn5odEnto/v/90abf841cf.jpg,MAFQqwtXH8I"
2023-12-06 12:49,The unique puppies we get at Barktown pet daycare," ,We get all kinds of puppies at Barktown 🐶,From big to small, we love them all 😍,And we'll take care of them while you're away 🦮,So come on down and meet our furry friends today!","3.1s,5.2s,5.2s,2.6s",https://www.canva.com/design/DAF2Kn7UbKs/A8iTG9MFAfEasWi8vJ2Y7Q/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"185,90,269,235","MAFXOXGB7BI,MAFs4mOCYbY,VAE6incMpIU/v/fede2fb669.jpg,MAFOO3rKruM"
2023-12-06 12:50,Event highlights of the Fit Factory gym grand opening," ,The Fit Factory gym grand opening was a huge success! 🎉,We had a great turnout of people from all over the community 🙌,We had a lot of fun activities and giveaways 🎁,And we got to meet some amazing new people 😊,We can't wait to see what the future holds for Fit Factory 💪,If you're looking for a new gym, come check us out! 🏋️,We're located at 123 Main Street, and our hours are 6am-10pm, 7 days a week ⏰,We offer a variety of classes and programs for all levels of fitness 💪,So come join the Fit Factory family today! 🎉,We can't wait to see you there!","4.5s,2.0s,4.1s,4.1s,2.0s,4.1s,4.1s,4.1s,4.1s,4.1s",https://www.canva.com/design/DAF2KojskDc/Xuybe9__-bIj6Q19_uZ7Ew/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"190,157,241,212,33,35,258,36,232,107","MAFXOF4B9YI,MAFdVzE9JsU,MAFOOs9JElo,MAFQq7lvI9o,MAFvKePMO1A,MAFvKbb9vgw,VAFOITJECeU/v/39f06beedb.jpg,MAFvKWC1RqM,MAFOPsj5ueU,VAFs4S2gKB0/v/fe816f2505.jpg"
2023-12-06 12:50,Event highlights of the Fit Factory gym grand opening," ,Check out the highlights of the Fit Factory gym grand opening! 🎉,We had a great time with our members and friends 👫,We're so excited to be a part of this community 🙌,Thanks to everyone who came out to celebrate with us! 🎉","4.8s,2.2s,4.4s,4.4s",https://www.canva.com/design/DAF2KmJ_xdU/0xxr4zWxfB8A5cSykam9qQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"108,258,91,116","MAFs4dV00r8,VAFOITJECeU/v/39f06beedb.jpg,MAFs4rJjTZA,MAFshi2GPCk"
2023-12-06 12:50,Highlight reel of our Thailand holiday," ,OUR TRIP TO THAILAND WAS AMAZING! 🇹🇭,WE SAW THE MOST BEAUTIFUL SUNSETS 🌅,WE ATE SOME OF THE BEST FOOD WE'VE EVER HAD 🤤,WE VISITED SOME AMAZING TEMPLES 🙏,WE LEARNED SO MUCH ABOUT THE CULTURE 📚,AND WE MADE SOME AMAZING MEMORIES 👫,WE CAN'T WAIT TO GO BACK SOON! ✈️","2.9s,4.0s,4.1s,2.0s,2.0s,2.0s,4.1s",https://www.canva.com/design/DAF2KjqLX3A/5OaHqyzQECvs0oHFwEvA1w/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"272,105,2,99,218,267,187","VAE6ipJ9SBc/v/c6955c8528.jpg,VAFs4iOVoe0/v/6e985103c4.jpg,VAF0AfPY-hs/v/bbda964d08.jpg,MAFs4mEhS40,MAFOU6Yf8tE,VAE6ipG8Ehg/v/1bc10c48ce.jpg,MAFXOV3w2XY"
2023-12-06 12:51,Highlight reel of our Thailand holiday," ,HIGHLIGHT REEL OF OUR THAILAND HOLIDAY 🇹🇭,WE HAD THE BEST TIME 😍,WE CAN'T WAIT TO GO BACK ✈️,HERE ARE SOME OF OUR FAVORITE MOMENTS 📸,WE HOPE YOU ENJOY WATCHING IT! 😊","2.7s,2.3s,4.7s,4.7s,4.7s",https://www.canva.com/design/DAF2KlkCWPo/SvCBT2tWgB9cT3tKTDNlWQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"146,312,252,317,5","VAFmnQ2n0Ng/v/97bd48b6ff.jpg,VAEn5zyvZb4/v/946a263ce3.jpg,MAFOJFFR9OM,MAFzuyCiFlc"
2023-12-06 12:51,Highlight reel of our Thailand holiday," ,ARE YOU READY TO SEE OUR THAILAND HOLIDAY HIGHLIGHT REEL? 🇹🇭,WE STARTED OUR TRIP IN BANGKOK 🛣️,WE VISITED THE GRAND PALACE 🕌,AND ENDED OUR TRIP ON THE BEACH 🏖️","4.9s,2.0s,2.0s,4.0s",https://www.canva.com/design/DAF2KkVE5j4/_q8I7Qs-4zQKxjUFw6vnnQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"141,110,149,69","VAFphL0O0GY/v/1976fbca7d.jpg,MAFs4d-r0fE,VAFinBpszPA/v/cc9e0fb209.jpg,MAFtu-n8hUU"
2023-12-06 12:51,Highlight reel of our Thailand holiday," ,THAILAND WAS AMAZING! 🇹🇭,We saw so many beautiful places 😍,And we had so much fun 🎉,We can't wait to go back ✈️","2.7s,4.8s,4.8s,4.9s",https://www.canva.com/design/DAF2Kt8DS-I/_IJrSqeAVRizq9CPkFOSFA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"51,84,307,113","MAFvKdtV1vU,VAFtLYLGzy8/v/1959d758f2.jpg,MAFs4Wn1Gcg"
2023-12-06 12:52,Unboxing video for ActiveLink fitness tracker," ,Unboxing the ActiveLink fitness tracker! ⌚️,Let's get started! 💪,This is the ActiveLink fitness tracker! ⌚️,It's perfect for tracking your activity, sleep, and heart rate 🏃‍♀️,And it's even waterproof! 💦","3.7s,3.7s,3.7s,4.9s,5.0s",https://www.canva.com/design/DAF2KghiJ90/7kxHb0-55jMDpwLapETujg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"213,24,169,69,34","MAFQqzl0pvE,MAFvKWC6JJg,MAFcxc0BA74,MAFtu-n8hUU,MAFvKXi2rUw"
2023-12-06 12:52,Highlight reel of our Thailand holiday," ,THAILAND IS A BEAUTIFUL COUNTRY 🇹🇭,We spent a lot of time relaxing on the beach 🏖️,And exploring the local culture 🇹🇭,We had so much fun on our trip 😍,We can't wait to go back ✈️,Here are some of our favorite photos 📸,We hope you enjoy them! 😊,Thanks for watching! 👋,See you next time! 👋,🇹🇭","3.5s,2.3s,2.3s,4.7s,3.1s,3.1s,3.1s,3.1s,3.1s,3.1s",https://www.canva.com/design/DAF2Kq2VZtc/SFuCxIyM7pcqPm8-YxgnLw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"270,228,22,144,318,268,31,16,158,181","MAE6itH6VDw,MAFOPnopBmQ,MAFvKa7LPZ4,VAFpg03Ipb0/v/1bd9f8a580.jpg,VAE6ilFsAvg/v/e6eced8d0e.jpg,MAFvKVefMDI,MAFvKXK2W-Y,MAFdV_ZD54A,MAFXOXAC2S0"
2023-12-06 12:52,Highlight reel of our Thailand holiday," ,Our Thailand holiday was a blast! 🇹🇭,We used this app to book all of our flights and hotels ✈️,We saw some amazing sunsets 🌅,We're already planning our next trip ✈️","2.6s,2.4s,3.6s,3.5s",https://www.canva.com/design/DAF2KmB34hQ/hUSCwXzfzgUucSMjjW4_cQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"160,202,101,12","VAFdPNoF4Xw/v/d0e01c3399.jpg,MAFQq4mZwKs,MAFs4rQ7YHs,VAFvnbsXEp8/v/148978fca7.jpg"
2023-12-06 12:53,Happy 70th birthday video for Grandma," ,Happy 70th birthday, Grandma! 🎉,We love you so much! 🐍,You're the best grandma anyone could ask for 🎶,We're so lucky to have you in our lives 🧔,You've always been there for us 🥃,You've taught us so much 📖,You're always there to make us laugh 🐐,We hope you have a wonderful day 🌈,We love you, Grandma! 🥰","3.1s,1.6s,2.2s,2.5s,3.9s,2.6s,5.2s,5.2s,2.6s",https://www.canva.com/design/DAF2Knv1QrU/o56FxMSDLGp_DOopOK4tig/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"107,8,307,30,80,267,121,276,10","VAFs4S2gKB0/v/fe816f2505.jpg,VAFzFYG5k94/v/3176f712d1.jpg,MAFvKZyGKn4,MAFtLQOUt1U,VAE6ipG8Ehg/v/1bc10c48ce.jpg,MAFsg0aAFdI,VAE3ux02yMg/v/2d3883e2c2.jpg,VAFy-Wjc4qU/v/ee9fc56f4b.jpg"
2023-12-06 12:53,How to bake the perfect chocolate cake," ,HOW TO BAKE THE PERFECT CHOCOLATE CAKE 🍫,THIS IS THE PERFECT RECIPE FOR A ROMANTIC DINNER 💏,OR A SPECIAL OCCASION 🥂,AND IT'S SO EASY TO MAKE, EVEN A BEGINNER CAN DO IT 👩‍🍳,SO WHAT ARE YOU WAITING FOR? GET BAKING! 🍰,AND DON'T FORGET TO SHARE YOUR CREATIONS WITH ME 📸","3.1s,2.7s,2.8s,2.7s,2.8s,2.7s",https://www.canva.com/design/DAF2KkjWCMM/31ioSGYeOIMoARSD5OkrlQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"156,222,320,112,206,216","MAFdV107cNY,VAFOPxnPnLc/v/a76153c573.jpg,MAFs4QW8f9k,MAFQqwtXH8I,MAFPxN5-acQ"
2023-12-06 12:53,Promotional video for Urban Roast coffee shop," ,ARE YOU LOOKING FOR A GREAT COFFEE SHOP?,LOOK NO FURTHER THAN URBAN ROAST!,WE HAVE FREE WIFI AND PLENTY OF SPACE TO WORK OR RELAX.,OUR BARISTAS ARE FRIENDLY AND OUR COFFEE IS DELICIOUS!,COME CHECK US OUT TODAY!,YOU WON'T BE DISAPPOINTED! ☕️","4.5s,4.0s,2.0s,2.0s,4.0s,4.0s",https://www.canva.com/design/DAF2Kv-yqTc/XSZ9bFxjOVVwAwVaD562Pg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"79,77,164,248,59,317","VAFtLXahrNE/v/f5e55e69fe.jpg,MAFtlLWKS_0,VAFdPJfESxA/v/b03ef1df4f.jpg,MAFOJHo6l58,MAFvKacykjo"
2023-12-06 12:53,Highlight reel of our Thailand holiday," ,Highlight reel of our Thailand holiday 🇹🇭,We had so much fun exploring the country 🏞️,And we ate so much delicious food 🤤,We met so many amazing people 🥰,We can't wait to go back ✈️,Thailand is truly a magical place ✨,We'll never forget our time there 💗","4.8s,2.2s,4.4s,2.2s,2.2s,2.2s,2.2s",https://www.canva.com/design/DAF2KokLN2Y/8aCFibyrw2oR577Ld7afNQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+free@test.canva.com,"69,287,235,142,4,256,31","MAFtu-n8hUU,VAErXjuuktA/v/62e61b8e5a.jpg,MAFOO3rKruM,VAFphOxyKxk/v/b43e63ee69.jpg,VAFzu7M6-Zo/v/6fdc1807c7.jpg,VAFOIW5CURc/v/24dd85463e.jpg,MAFvKVefMDI"
